raw_description,vat_code,cleaned_description,label
CARD BARCLAYS BANK 4910 ONLINE DIRECT,exempt,card barclays bank 4910 online direct,0
SQ *TESCO EXPRESS 5279 GLASGOW,zero_rated,sq tesco express 5279 glasgow,4
iz *waterstones 5961  direct,zero_rated,iz waterstones 5961 direct,4
Dd Sage Subscription 6485 Manchester Direct,standard_rate,dd sage subscription 6485 manchester direct,3
DD QUICKBOOKS 8069  LTD REF-4732,standard_rate,dd quickbooks 8069 ltd ref 4732,3
pos payroll transfer  direct ref-3027,outside_scope,pos payroll transfer direct ref 3027,1
CARD NATIONAL EXPRESS 8649 BIRMINGHAM LTD,zero_rated,card national express 8649 birmingham ltd,4
Pos Amazon Uk,standard_rate,pos amazon uk,3
SQ *LINKEDIN PREMIUM 3859 UK LTD,standard_rate,sq linkedin premium 3859 uk ltd,3
DD STATIONERY STATION 3386 GLASGOW ONLINE,standard_rate,dd stationery station 3386 glasgow online,3
ASDA SUPERMARKET 3751 ONLINE LTD,zero_rated,asda supermarket 3751 online ltd,4
DD LINKEDIN PREMIUM LONDON LTD,standard_rate,dd linkedin premium london ltd,3
CARD HMRC PAYMENTS 6344  PLC,outside_scope,card hmrc payments 6344 plc,1
"03/03 DOORDASH TRANSFER DASHER INC Revenue $640.20 $18,022.00",standard_rate,03 03 doordash transfer dasher inc revenue 640 20 18 022 00,3
Dd Stationery Station 4343  Uk Ref-6336,standard_rate,dd stationery station 4343 uk ref 6336,3
"2026-03-20 DOORDASH TRANSFER 555.30 45,388.84",standard_rate,2026 03 20 doordash transfer 555 30 45 388 84,3
SQ *WATERSTONES 6022  REF-8756,zero_rated,sq waterstones 6022 ref 8756,4
IZ *ALDI STORES 9585 BIRMINGHAM STORE,zero_rated,iz aldi stores 9585 birmingham store,4
"03/17 GUSTO PAYROLL 031725 Labor $2,100.00 $18,303.50",standard_rate,03 17 gusto payroll 031725 labor 2 100 00 18 303 50,3
NATIONAL EXPRESS 2422  LTD REF-9186,zero_rated,national express 2422 ltd ref 9186,4
"Mar 15 Rent Payment - 2214 W Maple CHK-1023 12,500.00 64,214.80",standard_rate,mar 15 rent payment 2214 w maple chk 1023 12 500 00 64 214 80,3
CARD ALDI STORES 8474 BRISTOL DIRECT,zero_rated,card aldi stores 8474 bristol direct,4
Pos Tfl Travel 6138  Store Ref-7843,zero_rated,pos tfl travel 6138 store ref 7843,4
CARD ASDA SUPERMARKET 9295 LEEDS,zero_rated,card asda supermarket 9295 leeds,4
intra account transfer 8618  store ref-8714,outside_scope,intra account transfer 8618 store ref 8714,1
CARD HMRC SHIPLEY  PLC,outside_scope,card hmrc shipley plc,1
CARD DIRECTOR DRAWINGS 6141 ONLINE STORE,outside_scope,card director drawings 6141 online store,1
PAYMENT TO SAGE SUBSCRIPTION 8880  DIRECT,standard_rate,payment to sage subscription 8880 direct,3
IZ *ROYAL MAIL 3189 LEEDS PLC REF-1063,exempt,iz royal mail 3189 leeds plc ref 1063,0
Iz *British Gas 7856 Uk Direct Ref-9938,reduced_rate,iz british gas 7856 uk direct ref 9938,2
PAYMENT TO LNER TICKETS  ONLINE,zero_rated,payment to lner tickets online,4
SQ *POST OFFICE,exempt,sq post office,0
Card Sainsburys 3800 Leeds Direct,zero_rated,card sainsburys 3800 leeds direct,4
POS BOOTS UK BRISTOL LTD REF-3235,standard_rate,pos boots uk bristol ltd ref 3235,3
card amazon kindle 1941 online plc,zero_rated,card amazon kindle 1941 online plc,4
PAYMENT TO BOOTS UK  DIRECT REF-4296,standard_rate,payment to boots uk direct ref 4296,3
CARD OCTOPUS ENERGY 6856,reduced_rate,card octopus energy 6856,2
"Address: 2214 W. Maple Ave, Chicago, IL 60614 Routing Number: 071000013",standard_rate,address 2214 w maple ave chicago il 60614 routing number 071000013,3
Sq *Tesco Express 5631  Store Ref-1674,zero_rated,sq tesco express 5631 store ref 1674,4
"Feb 19 Sysco Foods Inc - Inventory ACH-7744 4,100.00 54,434.80",standard_rate,feb 19 sysco foods inc inventory ach 7744 4 100 00 54 434 80,3
BOOTS UK 6867 GLASGOW REF-2099,standard_rate,boots uk 6867 glasgow ref 2099,3
iz *edf energy 6488 glasgow ref-7091,reduced_rate,iz edf energy 6488 glasgow ref 7091,2
AMAZON KINDLE BRISTOL,zero_rated,amazon kindle bristol,4
PAYMENT TO GOOGLE WORKSPACE 2613  REF-7357,standard_rate,payment to google workspace 2613 ref 7357,3
PAYMENT TO DELIVEROO  LTD,standard_rate,payment to deliveroo ltd,3
Payment To Post Office 2039 Manchester Online,exempt,payment to post office 2039 manchester online,0
IZ *SAINSBURYS ONLINE STORE,zero_rated,iz sainsburys online store,4
card payroll transfer  ltd ref-4878,outside_scope,card payroll transfer ltd ref 4878,1
card deliveroo 8273 online uk ref-5626,standard_rate,card deliveroo 8273 online uk ref 5626,3
DD AVIVA INSURANCE BIRMINGHAM LTD REF-9451,exempt,dd aviva insurance birmingham ltd ref 9451,0
PAYMENT TO TESCO EXPRESS 3160 ONLINE DIRECT,zero_rated,payment to tesco express 3160 online direct,4
LNER TICKETS 2694  PLC REF-1449,zero_rated,lner tickets 2694 plc ref 1449,4
IZ *DIRECTOR DRAWINGS 5996 ONLINE STORE,outside_scope,iz director drawings 5996 online store,1
Asda Supermarket  Direct Ref-4460,zero_rated,asda supermarket direct ref 4460,4
SQ *ALDI STORES 4167  STORE,zero_rated,sq aldi stores 4167 store,4
IZ *PAYROLL TRANSFER 8794 UK REF-3862,outside_scope,iz payroll transfer 8794 uk ref 3862,1
card aa breakdown birmingham store ref-8926,exempt,card aa breakdown birmingham store ref 8926,0
CARD AMAZON KINDLE 5526  LTD REF-3626,zero_rated,card amazon kindle 5526 ltd ref 3626,4
IZ *WATERSTONES 8881 LEEDS UK,zero_rated,iz waterstones 8881 leeds uk,4
SQ *BRITISH GAS 3709 GLASGOW PLC,reduced_rate,sq british gas 3709 glasgow plc,2
SQ *HSBC BANK FEES 4528  UK,exempt,sq hsbc bank fees 4528 uk,0
CARD AMAZON KINDLE 3079  PLC REF-6777,zero_rated,card amazon kindle 3079 plc ref 6777,4
Pos Aa Breakdown 7346 Leeds Direct,exempt,pos aa breakdown 7346 leeds direct,0
DD TESCO EXPRESS 6008 MANCHESTER STORE,zero_rated,dd tesco express 6008 manchester store,4
"2026-02-28 BANK MAINTENANCE FEE 25.00 32,811.64",standard_rate,2026 02 28 bank maintenance fee 25 00 32 811 64,3
PAYMENT TO PAYROLL TRANSFER 6544  STORE,outside_scope,payment to payroll transfer 6544 store,1
IZ *AMAZON KINDLE 2708  DIRECT REF-9977,zero_rated,iz amazon kindle 2708 direct ref 9977,4
SQ *EON NEXT 8776  UK,reduced_rate,sq eon next 8776 uk,2
DD AMAZON UK 8924 LEEDS DIRECT,standard_rate,dd amazon uk 8924 leeds direct,3
POS XERO SOFTWARE 316 BIRMINGHAM LTD,standard_rate,pos xero software 316 birmingham ltd,3
pos waterstones 1295  uk,zero_rated,pos waterstones 1295 uk,4
Quickbooks Leeds Plc,standard_rate,quickbooks leeds plc,3
DD BOOTS UK 1322  PLC,standard_rate,dd boots uk 1322 plc,3
CARD TESCO STORES 3280 BRISTOL ONLINE,zero_rated,card tesco stores 3280 bristol online,4
SQ *ALDI STORES LONDON,zero_rated,sq aldi stores london,4
xero software  online,standard_rate,xero software online,3
card adobe creative 3511  uk,standard_rate,card adobe creative 3511 uk,3
POS EDF ENERGY 3368  STORE REF-2329,reduced_rate,pos edf energy 3368 store ref 2329,2
google workspace 593  store ref-2832,standard_rate,google workspace 593 store ref 2832,3
IZ *MICROSOFT 365 UK PLC REF-3745,standard_rate,iz microsoft 365 uk plc ref 3745,3
IZ *LNER TICKETS 9737 GLASGOW PLC,zero_rated,iz lner tickets 9737 glasgow plc,4
"03/31 SQUARE INC PAYMENT LOUISVILLE Revenue $2,900.00 $23,664.60",standard_rate,03 31 square inc payment louisville revenue 2 900 00 23 664 60,3
"2025-03-09 CLOVER SALES DEPOSIT 2,733.71 28,030.47",standard_rate,2025 03 09 clover sales deposit 2 733 71 28 030 47,3
PAYMENT TO LINKEDIN PREMIUM LONDON LTD REF-5133,standard_rate,payment to linkedin premium london ltd ref 5133,3
PAYMENT TO XERO SOFTWARE 8778  LTD,standard_rate,payment to xero software 8778 ltd,3
03/08/2025 03/08/2025 RESTAURANT DEPOT #14 FoodCost $579.72,standard_rate,03 08 2025 03 08 2025 restaurant depot 14 foodcost 579 72,3
card hsbc bank fees online store ref-4955,exempt,card hsbc bank fees online store ref 4955,0
Sq *National Express Online Direct,zero_rated,sq national express online direct,4
Card Xero Software Manchester Ltd,standard_rate,card xero software manchester ltd,3
Iz *Payroll Transfer 2208 Birmingham Plc Ref-7275,outside_scope,iz payroll transfer 2208 birmingham plc ref 7275,1
Payment To Aa Breakdown 9220 Glasgow Ltd,exempt,payment to aa breakdown 9220 glasgow ltd,0
Pos Tfl Travel  Ltd Ref-6850,zero_rated,pos tfl travel ltd ref 6850,4
Card Aa Breakdown 7377 Leeds Plc,exempt,card aa breakdown 7377 leeds plc,0
DD QUICKBOOKS 7935 ONLINE STORE REF-2982,standard_rate,dd quickbooks 7935 online store ref 2982,3
POS EDF ENERGY ONLINE DIRECT REF-8998,reduced_rate,pos edf energy online direct ref 8998,2
PAYMENT TO TESCO EXPRESS 186 UK ONLINE REF-1311,zero_rated,payment to tesco express 186 uk online ref 1311,4
SQ *OCTOPUS ENERGY 2168  DIRECT REF-4389,reduced_rate,sq octopus energy 2168 direct ref 4389,2
dd barclays bank bristol plc,exempt,dd barclays bank bristol plc,0
"Mar 10 Peoples Gas - Utilities ACH-4412 640.00 80,394.80",standard_rate,mar 10 peoples gas utilities ach 4412 640 00 80 394 80,3
Payment To Tesco Stores Birmingham Ltd,zero_rated,payment to tesco stores birmingham ltd,4
First National Bank of Louisville,standard_rate,first national bank of louisville,3
IZ *SAINSBURYS LONDON REF-8230,zero_rated,iz sainsburys london ref 8230,4
IZ *HMRC PAYMENTS  DIRECT REF-4278,outside_scope,iz hmrc payments direct ref 4278,1
POS WESTMINSTER COUNCIL 512  PLC,outside_scope,pos westminster council 512 plc,1
google workspace 5521  online ref-2879,standard_rate,google workspace 5521 online ref 2879,3
sq *uber eats glasgow direct,standard_rate,sq uber eats glasgow direct,3
IZ *AA BREAKDOWN 5644 GLASGOW UK,exempt,iz aa breakdown 5644 glasgow uk,0
CARD QUICKBOOKS 7957  STORE REF-1135,standard_rate,card quickbooks 7957 store ref 1135,3
iz *payroll transfer 9318 birmingham uk,outside_scope,iz payroll transfer 9318 birmingham uk,1
sq *amazon kindle 6358 manchester online ref-5216,zero_rated,sq amazon kindle 6358 manchester online ref 5216,4
PAYMENT TO INTRA ACCOUNT TRANSFER 4269 BIRMINGHAM PLC,outside_scope,payment to intra account transfer 4269 birmingham plc,1
westminster council bristol ltd,outside_scope,westminster council bristol ltd,1
pos aa breakdown 7487  uk,exempt,pos aa breakdown 7487 uk,0
PAYMENT TO ROYAL MAIL 4031 BIRMINGHAM ONLINE,exempt,payment to royal mail 4031 birmingham online,0
CARD ROYAL MAIL 3062 BIRMINGHAM DIRECT,exempt,card royal mail 3062 birmingham direct,0
LNER TICKETS LONDON,zero_rated,lner tickets london,4
PAYMENT TO BARCLAYS BANK 5145 LONDON ONLINE REF-3811,exempt,payment to barclays bank 5145 london online ref 3811,0
QUICKBOOKS BIRMINGHAM UK REF-3893,standard_rate,quickbooks birmingham uk ref 3893,3
"03/03 GUSTO PAYROLL 030325 Labor $2,100.00 $15,922.00",standard_rate,03 03 gusto payroll 030325 labor 2 100 00 15 922 00,3
TFL TRAVEL 8655  DIRECT REF-3855,zero_rated,tfl travel 8655 direct ref 3855,4
CARD LNER TICKETS  ONLINE,zero_rated,card lner tickets online,4
DD GOOGLE WORKSPACE 6532 BIRMINGHAM LTD,standard_rate,dd google workspace 6532 birmingham ltd,3
POS BOOTS UK LEEDS ONLINE,standard_rate,pos boots uk leeds online,3
dd amazon kindle 6470 online uk,zero_rated,dd amazon kindle 6470 online uk,4
POS LNER TICKETS 1519 BRISTOL LTD REF-6116,zero_rated,pos lner tickets 1519 bristol ltd ref 6116,4
CARD WESTMINSTER COUNCIL 9768 BIRMINGHAM PLC,outside_scope,card westminster council 9768 birmingham plc,1
"Mar 15 POS Sales Deposit - Weekly DEP-0315 16,980.00 81,194.80",standard_rate,mar 15 pos sales deposit weekly dep 0315 16 980 00 81 194 80,3
PAYMENT TO XERO SOFTWARE  STORE REF-1609,standard_rate,payment to xero software store ref 1609,3
CARD LINKEDIN PREMIUM  REF-4799,standard_rate,card linkedin premium ref 4799,3
IZ *EON NEXT 7101  LTD,reduced_rate,iz eon next 7101 ltd,2
PAYMENT TO ADOBE CREATIVE 9190  ONLINE,standard_rate,payment to adobe creative 9190 online,3
TFL TRAVEL 1716 LEEDS PLC,zero_rated,tfl travel 1716 leeds plc,4
"2026-01-16 ADP PAYROLL SVCS 5,048.29 25,329.46",standard_rate,2026 01 16 adp payroll svcs 5 048 29 25 329 46,3
POS UBER EATS 1561 GLASGOW ONLINE REF-2836,standard_rate,pos uber eats 1561 glasgow online ref 2836,3
POS BOOTS UK 7767 LEEDS REF-7435,standard_rate,pos boots uk 7767 leeds ref 7435,3
SQ *BARCLAYS BANK 3443 GLASGOW PLC REF-4823,exempt,sq barclays bank 3443 glasgow plc ref 4823,0
card royal mail uk online ref-3291,exempt,card royal mail uk online ref 3291,0
DELIVEROO LEEDS STORE REF-7207,standard_rate,deliveroo leeds store ref 7207,3
SQ *EDF ENERGY 9080 ONLINE DIRECT REF-4395,reduced_rate,sq edf energy 9080 online direct ref 4395,2
stationery station  uk,standard_rate,stationery station uk,3
dd uber eats,standard_rate,dd uber eats,3
DD EDF ENERGY  LTD,reduced_rate,dd edf energy ltd,2
PAYMENT TO LIDL GB  UK,zero_rated,payment to lidl gb uk,4
BOOTS UK GLASGOW PLC,standard_rate,boots uk glasgow plc,3
CARD MICROSOFT 365 7046 GLASGOW UK,standard_rate,card microsoft 365 7046 glasgow uk,3
DD TRAINLINE UK DIRECT,zero_rated,dd trainline uk direct,4
payment to sainsburys 5045 birmingham plc,zero_rated,payment to sainsburys 5045 birmingham plc,4
"TOTAL EXPENSES 35 $141,828.65",standard_rate,total expenses 35 141 828 65,3
PAYMENT TO AMAZON EU 4817 LONDON DIRECT REF-8476,standard_rate,payment to amazon eu 4817 london direct ref 8476,3
IZ *BRITISH GAS 9523  ONLINE REF-6150,reduced_rate,iz british gas 9523 online ref 6150,2
sq *asda supermarket 9137 leeds direct,zero_rated,sq asda supermarket 9137 leeds direct,4
Pos Amazon Uk 5907,standard_rate,pos amazon uk 5907,3
payment to waterstones 469  plc,zero_rated,payment to waterstones 469 plc,4
dd eon next 7604 bristol online ref-4999,reduced_rate,dd eon next 7604 bristol online ref 4999,2
pos royal mail 5875 leeds,exempt,pos royal mail 5875 leeds,0
CARD STATIONERY STATION MANCHESTER PLC REF-1406,standard_rate,card stationery station manchester plc ref 1406,3
iz *national express 3738  direct,zero_rated,iz national express 3738 direct,4
IZ *WESTMINSTER COUNCIL 6530  UK,outside_scope,iz westminster council 6530 uk,1
POS AMAZON UK 4886  REF-9288,standard_rate,pos amazon uk 4886 ref 9288,3
"2026-01-13 ATMOS GAS COMPANY 142.85 24,688.70",standard_rate,2026 01 13 atmos gas company 142 85 24 688 70,3
Iz *Lidl Gb 1340  Plc Ref-5528,zero_rated,iz lidl gb 1340 plc ref 5528,4
CARD INTRA ACCOUNT TRANSFER 3120 BIRMINGHAM,outside_scope,card intra account transfer 3120 birmingham,1
SQ *GOOGLE WORKSPACE ONLINE STORE,standard_rate,sq google workspace online store,3
SQ *AMAZON EU 6912 UK ONLINE REF-7113,standard_rate,sq amazon eu 6912 uk online ref 7113,3
payment to tesco stores 5981 leeds,zero_rated,payment to tesco stores 5981 leeds,4
DD GOOGLE WORKSPACE 2810 GLASGOW DIRECT REF-6128,standard_rate,dd google workspace 2810 glasgow direct ref 6128,3
CARD TFL TRAVEL 9297  DIRECT,zero_rated,card tfl travel 9297 direct,4
CARD AMAZON UK 1858 UK ONLINE,standard_rate,card amazon uk 1858 uk online,3
CARD ASDA SUPERMARKET 4935  ONLINE,zero_rated,card asda supermarket 4935 online,4
sq *lner tickets 4668 glasgow ltd,zero_rated,sq lner tickets 4668 glasgow ltd,4
POS UBER EATS 4324 UK REF-9490,standard_rate,pos uber eats 4324 uk ref 9490,3
POS UBER EATS 1732  PLC,standard_rate,pos uber eats 1732 plc,3
pos westminster council leeds direct ref-4646,outside_scope,pos westminster council leeds direct ref 4646,1
PAYMENT TO HMRC PAYMENTS 1442 MANCHESTER DIRECT,outside_scope,payment to hmrc payments 1442 manchester direct,1
Dd Asda Supermarket 405 Manchester Uk Ref-1511,zero_rated,dd asda supermarket 405 manchester uk ref 1511,4
IZ *POST OFFICE 9509 ONLINE STORE,exempt,iz post office 9509 online store,0
card hmrc payments 9551 london ltd,outside_scope,card hmrc payments 9551 london ltd,1
Iz *Amazon Kindle 4480 Birmingham Plc,zero_rated,iz amazon kindle 4480 birmingham plc,4
iz *british gas 2249 online ltd ref-5423,reduced_rate,iz british gas 2249 online ltd ref 5423,2
PAYMENT TO GOOGLE WORKSPACE 9070 UK ONLINE REF-2018,standard_rate,payment to google workspace 9070 uk online ref 2018,3
Payment To Amazon Eu  Ltd,standard_rate,payment to amazon eu ltd,3
PAYMENT TO AVIVA INSURANCE 9602 MANCHESTER DIRECT,exempt,payment to aviva insurance 9602 manchester direct,0
PAYMENT TO HMRC PAYMENTS 6413  DIRECT,outside_scope,payment to hmrc payments 6413 direct,1
waterstones 5013 london store,zero_rated,waterstones 5013 london store,4
Pos Xero Software 7429 Glasgow Direct,standard_rate,pos xero software 7429 glasgow direct,3
NATIONAL EXPRESS 4745 MANCHESTER ONLINE,zero_rated,national express 4745 manchester online,4
POS BOOTS UK 7910 ONLINE,standard_rate,pos boots uk 7910 online,3
Payment To Lner Tickets 8470 Manchester Ltd Ref-5430,zero_rated,payment to lner tickets 8470 manchester ltd ref 5430,4
ALDI STORES 9714 UK UK REF-8896,zero_rated,aldi stores 9714 uk uk ref 8896,4
Card Amazon Kindle Online Online,zero_rated,card amazon kindle online online,4
"2025-05-08 LOUISVILLE WATER CO 73.21 19,022.05",standard_rate,2025 05 08 louisville water co 73 21 19 022 05,3
CARD OCTOPUS ENERGY 5449 GLASGOW STORE,reduced_rate,card octopus energy 5449 glasgow store,2
Card Deliveroo Manchester Direct Ref-4281,standard_rate,card deliveroo manchester direct ref 4281,3
octopus energy 8171  online ref-3488,reduced_rate,octopus energy 8171 online ref 3488,2
DD HSBC BANK FEES LONDON PLC REF-8019,exempt,dd hsbc bank fees london plc ref 8019,0
Payment To Barclays Bank 210 Bristol Plc,exempt,payment to barclays bank 210 bristol plc,0
Pos Post Office 7341 Online Store,exempt,pos post office 7341 online store,0
SQ *AA BREAKDOWN 6073 MANCHESTER UK,exempt,sq aa breakdown 6073 manchester uk,0
Card Edf Energy 2502 Leeds Online Ref-2590,reduced_rate,card edf energy 2502 leeds online ref 2590,2
BRITISH GAS 751 LONDON STORE REF-9844,reduced_rate,british gas 751 london store ref 9844,2
sq *trainline 4764 london plc ref-6647,zero_rated,sq trainline 4764 london plc ref 6647,4
DD LNER TICKETS ONLINE UK,zero_rated,dd lner tickets online uk,4
First National Bank of Louisville,standard_rate,first national bank of louisville,3
CARD HSBC BANK FEES 6110 ONLINE LTD,exempt,card hsbc bank fees 6110 online ltd,0
"Capital One — Test Statement Only | P.O. Box 30285, Salt Lake City, UT 84130-0285",standard_rate,capital one test statement only p o box 30285 salt lake city ut 84130 0285,3
ADOBE CREATIVE 8568,standard_rate,adobe creative 8568,3
DD HMRC PAYMENTS 2773 BRISTOL LTD REF-1689,outside_scope,dd hmrc payments 2773 bristol ltd ref 1689,1
dd tfl travel 7298  uk ref-7776,zero_rated,dd tfl travel 7298 uk ref 7776,4
PAYMENT TO NATIONAL EXPRESS 9752 BIRMINGHAM PLC,zero_rated,payment to national express 9752 birmingham plc,4
POS PAYROLL TRANSFER BRISTOL ONLINE,outside_scope,pos payroll transfer bristol online,1
Payment To Aa Breakdown 6398 London Ltd,exempt,payment to aa breakdown 6398 london ltd,0
SQ *GOOGLE WORKSPACE 6417  REF-6625,standard_rate,sq google workspace 6417 ref 6625,3
CARD UBER EATS UK LTD,standard_rate,card uber eats uk ltd,3
DD ROYAL MAIL 2968 UK DIRECT REF-2119,exempt,dd royal mail 2968 uk direct ref 2119,0
CARD SAINSBURYS  PLC,zero_rated,card sainsburys plc,4
IZ *AA BREAKDOWN 9430 MANCHESTER DIRECT,exempt,iz aa breakdown 9430 manchester direct,0
"2026-02-28 KENTUCKY SBA LOAN PMT 1,125.40 33,014.64",standard_rate,2026 02 28 kentucky sba loan pmt 1 125 40 33 014 64,3
POS OCTOPUS ENERGY  LTD REF-1387,reduced_rate,pos octopus energy ltd ref 1387,2
card hsbc bank fees 9520  direct,exempt,card hsbc bank fees 9520 direct,0
CARD XERO SOFTWARE 179  LTD,standard_rate,card xero software 179 ltd,3
card trainline 6771  direct ref-9592,zero_rated,card trainline 6771 direct ref 9592,4
DD ASDA SUPERMARKET 3099  ONLINE REF-6499,zero_rated,dd asda supermarket 3099 online ref 6499,4
Dd Tesco Stores 4515 London Online,zero_rated,dd tesco stores 4515 london online,4
amazon uk 2725  plc ref-6196,standard_rate,amazon uk 2725 plc ref 6196,3
POS GOOGLE WORKSPACE 1920  ONLINE REF-1907,standard_rate,pos google workspace 1920 online ref 1907,3
SQ *LINKEDIN PREMIUM  DIRECT,standard_rate,sq linkedin premium direct,3
