raw_description,vat_code,base_merchant
payment to lner tickets 299 leeds uk,zero_rated,LNER TICKETS
amazon kindle 4682 leeds ltd,zero_rated,AMAZON KINDLE
CARD SAGE SUBSCRIPTION 8275 LONDON UK,standard_rate,SAGE SUBSCRIPTION
amazon kindle 7209 birmingham,zero_rated,AMAZON KINDLE
CARD TESCO EXPRESS 8601  ONLINE REF-2292,zero_rated,TESCO EXPRESS
IZ *BOOTS UK 4566  LTD REF-9773,standard_rate,BOOTS UK
Payment To Tfl Travel 7530 Bristol,zero_rated,TFL TRAVEL
CARD HMRC SHIPLEY LONDON DIRECT,outside_scope,HMRC SHIPLEY
Card Tfl Travel 2257 Bristol Uk Ref-9599,zero_rated,TFL TRAVEL
Dd Hsbc Bank Fees 8076  Uk,exempt,HSBC BANK FEES
POS HSBC BANK FEES 1638 MANCHESTER LTD,exempt,HSBC BANK FEES
Pos Adobe Creative 2146 Glasgow Uk,standard_rate,ADOBE CREATIVE
POS ROYAL MAIL 740  PLC,exempt,ROYAL MAIL
CARD DIRECTOR DRAWINGS 8556 LONDON UK REF-7769,outside_scope,DIRECTOR DRAWINGS
IZ *MICROSOFT 365 2836 BRISTOL DIRECT,standard_rate,MICROSOFT 365
IZ *TRAINLINE 938 BRISTOL,zero_rated,TRAINLINE
SQ *TFL TRAVEL 9152 BRISTOL PLC,zero_rated,TFL TRAVEL
DD ROYAL MAIL 5089 ONLINE,exempt,ROYAL MAIL
CARD PAYROLL TRANSFER 5337  STORE REF-7858,outside_scope,PAYROLL TRANSFER
IZ *WATERSTONES GLASGOW PLC REF-4633,zero_rated,WATERSTONES
DD UBER EATS 4666 BIRMINGHAM REF-2600,standard_rate,UBER EATS
dd aviva insurance 2750 uk direct ref-6810,exempt,AVIVA INSURANCE
DD AMAZON KINDLE BIRMINGHAM,zero_rated,AMAZON KINDLE
iz *stationery station 8595  store,standard_rate,STATIONERY STATION
DD BRITISH GAS  ONLINE,reduced_rate,BRITISH GAS
POS AVIVA INSURANCE UK ONLINE,exempt,AVIVA INSURANCE
CARD HSBC BANK FEES 8696 MANCHESTER ONLINE REF-9708,exempt,HSBC BANK FEES
HMRC SHIPLEY 3819 ONLINE ONLINE REF-5238,outside_scope,HMRC SHIPLEY
DIRECTOR DRAWINGS  LTD REF-7932,outside_scope,DIRECTOR DRAWINGS
SQ *UBER EATS ONLINE LTD REF-6466,standard_rate,UBER EATS
Director Drawings 4300 Uk Direct Ref-1980,outside_scope,DIRECTOR DRAWINGS
XERO SOFTWARE 5411 MANCHESTER STORE,standard_rate,XERO SOFTWARE
PAYMENT TO EDF ENERGY 5146  REF-6547,reduced_rate,EDF ENERGY
CARD ASDA SUPERMARKET 7579  PLC,zero_rated,ASDA SUPERMARKET
payment to google workspace 5165  uk,standard_rate,GOOGLE WORKSPACE
IZ *AMAZON KINDLE 439 MANCHESTER,zero_rated,AMAZON KINDLE
POS AMAZON UK  LTD,standard_rate,AMAZON UK
DD XERO SOFTWARE 9063 ONLINE LTD REF-8238,standard_rate,XERO SOFTWARE
Iz *Quickbooks Leeds Plc,standard_rate,QUICKBOOKS
MICROSOFT 365 4284 UK REF-9844,standard_rate,MICROSOFT 365
dd hsbc bank fees uk ltd ref-9243,exempt,HSBC BANK FEES
card trainline 7860 birmingham online,zero_rated,TRAINLINE
POS LIDL GB 7163  UK REF-8132,zero_rated,LIDL GB
DD HMRC PAYMENTS 7763 LONDON ONLINE REF-7228,outside_scope,HMRC PAYMENTS
IZ *AMAZON UK  ONLINE,standard_rate,AMAZON UK
LIDL GB 4850  UK REF-3893,zero_rated,LIDL GB
DD MICROSOFT 365 2596,standard_rate,MICROSOFT 365
sq *tesco express 7029 online uk ref-1842,zero_rated,TESCO EXPRESS
hmrc shipley 309  ltd,outside_scope,HMRC SHIPLEY
ADOBE CREATIVE 4134 MANCHESTER,standard_rate,ADOBE CREATIVE
SQ *LNER TICKETS  UK REF-9066,zero_rated,LNER TICKETS
PAYMENT TO DELIVEROO 3500 LEEDS DIRECT REF-6733,standard_rate,DELIVEROO
Amazon Kindle  Online Ref-8279,zero_rated,AMAZON KINDLE
CARD AVIVA INSURANCE 5512 LONDON ONLINE,exempt,AVIVA INSURANCE
BOOTS UK 9136 BIRMINGHAM DIRECT REF-7276,standard_rate,BOOTS UK
Pos Uber Eats 9771 Manchester Online,standard_rate,UBER EATS
SQ *SAGE SUBSCRIPTION UK LTD,standard_rate,SAGE SUBSCRIPTION
pos sage subscription 7036 leeds ltd,standard_rate,SAGE SUBSCRIPTION
SQ *SAINSBURYS 585  STORE REF-8381,zero_rated,SAINSBURYS
Payment To Lner Tickets  Uk,zero_rated,LNER TICKETS
CARD STATIONERY STATION 8074 GLASGOW DIRECT REF-7372,standard_rate,STATIONERY STATION
DD HMRC PAYMENTS 6189  DIRECT REF-2862,outside_scope,HMRC PAYMENTS
LIDL GB GLASGOW ONLINE REF-9943,zero_rated,LIDL GB
Barclays Bank 2871 Leeds Plc Ref-9252,exempt,BARCLAYS BANK
XERO SOFTWARE 5885 LONDON UK,standard_rate,XERO SOFTWARE
IZ *WESTMINSTER COUNCIL 5309 ONLINE STORE,outside_scope,WESTMINSTER COUNCIL
card tesco stores 5239  ltd,zero_rated,TESCO STORES
GOOGLE WORKSPACE MANCHESTER LTD REF-8247,standard_rate,GOOGLE WORKSPACE
IZ *XERO SOFTWARE 1315 LONDON UK REF-1980,standard_rate,XERO SOFTWARE
POS EDF ENERGY 3368  STORE REF-2329,reduced_rate,EDF ENERGY
IZ *WATERSTONES 582 GLASGOW LTD REF-6261,zero_rated,WATERSTONES
CARD DIRECTOR DRAWINGS 1030  PLC,outside_scope,DIRECTOR DRAWINGS
SQ *DIRECTOR DRAWINGS 3831 UK PLC,outside_scope,DIRECTOR DRAWINGS
DD GOOGLE WORKSPACE ONLINE DIRECT REF-4207,standard_rate,GOOGLE WORKSPACE
POS SAGE SUBSCRIPTION 7970 LONDON UK,standard_rate,SAGE SUBSCRIPTION
iz *director drawings 605  store,outside_scope,DIRECTOR DRAWINGS
dd amazon uk 7704  ltd,standard_rate,AMAZON UK
sq *hsbc bank fees uk online,exempt,HSBC BANK FEES
POS TRAINLINE 7470 BRISTOL STORE REF-2531,zero_rated,TRAINLINE
BOOTS UK 3342 LEEDS PLC REF-2763,standard_rate,BOOTS UK
BARCLAYS BANK GLASGOW LTD,exempt,BARCLAYS BANK
lidl gb 7725 uk online,zero_rated,LIDL GB
dd uber eats 7880 birmingham ltd ref-2299,standard_rate,UBER EATS
PAYMENT TO XERO SOFTWARE 8736 MANCHESTER REF-4345,standard_rate,XERO SOFTWARE
DD TESCO EXPRESS 7398 MANCHESTER ONLINE REF-8429,zero_rated,TESCO EXPRESS
DD STATIONERY STATION UK LTD REF-3454,standard_rate,STATIONERY STATION
IZ *HMRC SHIPLEY 9202 LEEDS LTD,outside_scope,HMRC SHIPLEY
Iz *Aa Breakdown 6424 Bristol Plc,exempt,AA BREAKDOWN
CARD NATIONAL EXPRESS UK STORE,zero_rated,NATIONAL EXPRESS
Sq *Royal Mail 5823  Online,exempt,ROYAL MAIL
octopus energy 8171  online ref-3488,reduced_rate,OCTOPUS ENERGY
card sage subscription  plc,standard_rate,SAGE SUBSCRIPTION
SQ *ALDI STORES 9470 GLASGOW ONLINE,zero_rated,ALDI STORES
SQ *AMAZON UK 1578 BRISTOL LTD,standard_rate,AMAZON UK
dd westminster council manchester plc,outside_scope,WESTMINSTER COUNCIL
sq *national express 4417 manchester online,zero_rated,NATIONAL EXPRESS
sq *amazon uk 9425  direct,standard_rate,AMAZON UK
CARD HSBC BANK FEES 6110 ONLINE LTD,exempt,HSBC BANK FEES
Payment To Eon Next 861 Birmingham Ltd,reduced_rate,EON NEXT
PAYMENT TO INTRA ACCOUNT TRANSFER 1059  STORE REF-8408,outside_scope,INTRA ACCOUNT TRANSFER
PAYMENT TO HMRC PAYMENTS 9872 BRISTOL PLC,outside_scope,HMRC PAYMENTS
DD EON NEXT BRISTOL PLC,reduced_rate,EON NEXT
Dd Sainsburys 9112 Birmingham Store,zero_rated,SAINSBURYS
CARD QUICKBOOKS 7957  STORE REF-1135,standard_rate,QUICKBOOKS
CARD MICROSOFT 365  DIRECT,standard_rate,MICROSOFT 365
Card Aldi Stores Online Ltd,zero_rated,ALDI STORES
DD SAGE SUBSCRIPTION 3741 BRISTOL STORE REF-6278,standard_rate,SAGE SUBSCRIPTION
card director drawings 7474 online uk ref-7545,outside_scope,DIRECTOR DRAWINGS
CARD AMAZON UK 6547  PLC REF-4677,standard_rate,AMAZON UK
payment to uber eats 4589 leeds direct ref-9100,standard_rate,UBER EATS
trainline 6492  uk,zero_rated,TRAINLINE
CARD ROYAL MAIL 3251 ONLINE ONLINE REF-1024,exempt,ROYAL MAIL
CARD PAYROLL TRANSFER 8763  DIRECT REF-6501,outside_scope,PAYROLL TRANSFER
POS AA BREAKDOWN 9153 BRISTOL DIRECT REF-7316,exempt,AA BREAKDOWN
AVIVA INSURANCE 3886  DIRECT,exempt,AVIVA INSURANCE
XERO SOFTWARE 8992  DIRECT REF-4412,standard_rate,XERO SOFTWARE
DD DIRECTOR DRAWINGS 9626 GLASGOW LTD REF-1431,outside_scope,DIRECTOR DRAWINGS
CARD OCTOPUS ENERGY  DIRECT REF-4262,reduced_rate,OCTOPUS ENERGY
IZ *GOOGLE WORKSPACE 1423  LTD,standard_rate,GOOGLE WORKSPACE
SQ *PAYROLL TRANSFER 5334 GLASGOW,outside_scope,PAYROLL TRANSFER
SQ *INTRA ACCOUNT TRANSFER LEEDS LTD REF-8961,outside_scope,INTRA ACCOUNT TRANSFER
PAYMENT TO WESTMINSTER COUNCIL ONLINE ONLINE REF-8182,outside_scope,WESTMINSTER COUNCIL
POS INTRA ACCOUNT TRANSFER 3656  LTD REF-4863,outside_scope,INTRA ACCOUNT TRANSFER
CARD UBER EATS 7256 GLASGOW PLC,standard_rate,UBER EATS
Pos Quickbooks 3934 London Store,standard_rate,QUICKBOOKS
IZ *AVIVA INSURANCE BIRMINGHAM STORE,exempt,AVIVA INSURANCE
Stationery Station Bristol Direct Ref-6200,standard_rate,STATIONERY STATION
PAYMENT TO INTRA ACCOUNT TRANSFER UK PLC REF-9986,outside_scope,INTRA ACCOUNT TRANSFER
SAINSBURYS BIRMINGHAM PLC,zero_rated,SAINSBURYS
Westminster Council 8035 Leeds Direct Ref-1980,outside_scope,WESTMINSTER COUNCIL
IZ *AVIVA INSURANCE 4293  ONLINE,exempt,AVIVA INSURANCE
SQ *ASDA SUPERMARKET 2273  ONLINE REF-3913,zero_rated,ASDA SUPERMARKET
SQ *STATIONERY STATION 2585  LTD,standard_rate,STATIONERY STATION
POS MICROSOFT 365,standard_rate,MICROSOFT 365
Sq *Xero Software Online Uk,standard_rate,XERO SOFTWARE
pos tesco express 1780 glasgow online ref-9452,zero_rated,TESCO EXPRESS
POS AMAZON KINDLE  UK REF-3843,zero_rated,AMAZON KINDLE
DD XERO SOFTWARE BIRMINGHAM DIRECT REF-8896,standard_rate,XERO SOFTWARE
SQ *ROYAL MAIL 910 MANCHESTER LTD REF-8941,exempt,ROYAL MAIL
IZ *INTRA ACCOUNT TRANSFER  ONLINE,outside_scope,INTRA ACCOUNT TRANSFER
PAYMENT TO PAYROLL TRANSFER  UK,outside_scope,PAYROLL TRANSFER
POS ADOBE CREATIVE 489 BRISTOL PLC REF-6604,standard_rate,ADOBE CREATIVE
edf energy 6570  store ref-4311,reduced_rate,EDF ENERGY
CARD AA BREAKDOWN  STORE REF-7888,exempt,AA BREAKDOWN
Pos Post Office  Plc,exempt,POST OFFICE
Card Barclays Bank 8942 Glasgow Online Ref-3954,exempt,BARCLAYS BANK
AMAZON KINDLE 8038  ONLINE,zero_rated,AMAZON KINDLE
CARD BRITISH GAS LONDON DIRECT REF-4852,reduced_rate,BRITISH GAS
Sage Subscription Uk Online Ref-4924,standard_rate,SAGE SUBSCRIPTION
Sq *Xero Software 3263 Birmingham Online,standard_rate,XERO SOFTWARE
pos post office 2882 uk plc,exempt,POST OFFICE
payment to eon next  direct ref-5519,reduced_rate,EON NEXT
IZ *LINKEDIN PREMIUM 2199 LEEDS LTD,standard_rate,LINKEDIN PREMIUM
IZ *SAGE SUBSCRIPTION 7497 MANCHESTER UK REF-1419,standard_rate,SAGE SUBSCRIPTION
sq *sage subscription manchester,standard_rate,SAGE SUBSCRIPTION
PAYMENT TO XERO SOFTWARE 6276  ONLINE REF-6236,standard_rate,XERO SOFTWARE
DD WESTMINSTER COUNCIL 6271 MANCHESTER UK,outside_scope,WESTMINSTER COUNCIL
payment to sage subscription  uk,standard_rate,SAGE SUBSCRIPTION
Payment To Aldi Stores Birmingham,zero_rated,ALDI STORES
iz *barclays bank bristol plc ref-5545,exempt,BARCLAYS BANK
CARD WESTMINSTER COUNCIL,outside_scope,WESTMINSTER COUNCIL
iz *tesco stores 3946 london ref-5708,zero_rated,TESCO STORES
POS LINKEDIN PREMIUM 8975  LTD,standard_rate,LINKEDIN PREMIUM
dd post office 8377  direct,exempt,POST OFFICE
iz *hmrc payments london ltd,outside_scope,HMRC PAYMENTS
DD XERO SOFTWARE 9803  UK REF-9160,standard_rate,XERO SOFTWARE
POS ROYAL MAIL  ONLINE,exempt,ROYAL MAIL
POS LIDL GB 8670  DIRECT,zero_rated,LIDL GB
BRITISH GAS 2417 BRISTOL LTD REF-8515,reduced_rate,BRITISH GAS
POS AMAZON UK 8435 BIRMINGHAM PLC REF-4479,standard_rate,AMAZON UK
HSBC BANK FEES LEEDS PLC,exempt,HSBC BANK FEES
SQ *STATIONERY STATION 2409 GLASGOW ONLINE,standard_rate,STATIONERY STATION
CARD TRAINLINE 9936  PLC REF-9847,zero_rated,TRAINLINE
AVIVA INSURANCE UK ONLINE REF-8828,exempt,AVIVA INSURANCE
PAYMENT TO LNER TICKETS 5154 LONDON REF-4616,zero_rated,LNER TICKETS
Sainsburys 8039 Glasgow Direct,zero_rated,SAINSBURYS
DD NATIONAL EXPRESS 5955 GLASGOW ONLINE,zero_rated,NATIONAL EXPRESS
iz *sainsburys 8896 glasgow direct,zero_rated,SAINSBURYS
PAYMENT TO LIDL GB  DIRECT REF-5336,zero_rated,LIDL GB
CARD DIRECTOR DRAWINGS  ONLINE,outside_scope,DIRECTOR DRAWINGS
PAYMENT TO HSBC BANK FEES MANCHESTER UK REF-3036,exempt,HSBC BANK FEES
PAYMENT TO AVIVA INSURANCE BIRMINGHAM ONLINE,exempt,AVIVA INSURANCE
IZ *DELIVEROO 9569 LONDON ONLINE,standard_rate,DELIVEROO
SQ *SAGE SUBSCRIPTION 7234  UK,standard_rate,SAGE SUBSCRIPTION
PAYMENT TO GOOGLE WORKSPACE LEEDS DIRECT,standard_rate,GOOGLE WORKSPACE
trainline 5857 uk online,zero_rated,TRAINLINE
POS EDF ENERGY 8253 BIRMINGHAM UK,reduced_rate,EDF ENERGY
CARD LIDL GB 7787 UK STORE,zero_rated,LIDL GB
pos stationery station 9931  ltd,standard_rate,STATIONERY STATION
PAYMENT TO TFL TRAVEL BIRMINGHAM,zero_rated,TFL TRAVEL
CARD TESCO STORES 3280 BRISTOL ONLINE,zero_rated,TESCO STORES
card microsoft 365 7322  ltd,standard_rate,MICROSOFT 365
IZ *LINKEDIN PREMIUM 8241 ONLINE,standard_rate,LINKEDIN PREMIUM
Sq *Post Office Manchester,exempt,POST OFFICE
pos national express 1498 london plc,zero_rated,NATIONAL EXPRESS
Dd Intra Account Transfer Bristol Uk,outside_scope,INTRA ACCOUNT TRANSFER
CARD AA BREAKDOWN 7022  DIRECT,exempt,AA BREAKDOWN
card hsbc bank fees 9520  direct,exempt,HSBC BANK FEES
AA BREAKDOWN 6394 BIRMINGHAM LTD REF-2574,exempt,AA BREAKDOWN
CARD POST OFFICE  REF-9105,exempt,POST OFFICE
DD POST OFFICE ONLINE STORE,exempt,POST OFFICE
iz *edf energy manchester ltd ref-8805,reduced_rate,EDF ENERGY
HMRC SHIPLEY 5645 MANCHESTER STORE,outside_scope,HMRC SHIPLEY
Sq *Edf Energy 772 Birmingham Uk Ref-9251,reduced_rate,EDF ENERGY
POS TFL TRAVEL 7486 LEEDS STORE,zero_rated,TFL TRAVEL
POS TRAINLINE 7849 LONDON DIRECT,zero_rated,TRAINLINE
PAYMENT TO NATIONAL EXPRESS 9644 LEEDS REF-1479,zero_rated,NATIONAL EXPRESS
IZ *AMAZON UK 2402 ONLINE ONLINE,standard_rate,AMAZON UK
SQ *BARCLAYS BANK 6591  UK REF-2349,exempt,BARCLAYS BANK
Payment To Amazon Eu 9461  Plc,standard_rate,AMAZON EU
Dd Tfl Travel 4046 London Uk,zero_rated,TFL TRAVEL
PAYMENT TO TRAINLINE 4861  PLC REF-1693,zero_rated,TRAINLINE
Iz *Sainsburys 5470  Store,zero_rated,SAINSBURYS
DD AMAZON UK LONDON ONLINE,standard_rate,AMAZON UK
Iz *Amazon Kindle 4480 Birmingham Plc,zero_rated,AMAZON KINDLE
SQ *ASDA SUPERMARKET 3487 LEEDS,zero_rated,ASDA SUPERMARKET
IZ *OCTOPUS ENERGY 7509  STORE REF-1358,reduced_rate,OCTOPUS ENERGY
IZ *AMAZON KINDLE BIRMINGHAM,zero_rated,AMAZON KINDLE
CARD TFL TRAVEL 3794 LEEDS,zero_rated,TFL TRAVEL
PAYMENT TO DELIVEROO 5555 BRISTOL LTD,standard_rate,DELIVEROO
octopus energy  online,reduced_rate,OCTOPUS ENERGY
DD BARCLAYS BANK BRISTOL,exempt,BARCLAYS BANK
DD ADOBE CREATIVE 4064 UK PLC,standard_rate,ADOBE CREATIVE
Pos Trainline 4553 Bristol Uk Ref-9462,zero_rated,TRAINLINE
SQ *QUICKBOOKS 5341 LEEDS STORE,standard_rate,QUICKBOOKS
SQ *DIRECTOR DRAWINGS GLASGOW DIRECT,outside_scope,DIRECTOR DRAWINGS
SQ *OCTOPUS ENERGY 9044 UK PLC,reduced_rate,OCTOPUS ENERGY
SQ *ADOBE CREATIVE 7167  LTD,standard_rate,ADOBE CREATIVE
Sq *Stationery Station 2326  Ltd,standard_rate,STATIONERY STATION
Dd Barclays Bank 4813 Online Plc,exempt,BARCLAYS BANK
POS AMAZON KINDLE 1557 MANCHESTER ONLINE,zero_rated,AMAZON KINDLE
CARD TRAINLINE 8784  LTD,zero_rated,TRAINLINE
POS ROYAL MAIL BIRMINGHAM UK,exempt,ROYAL MAIL
AMAZON UK 4768  PLC REF-3525,standard_rate,AMAZON UK
TRAINLINE 8409  LTD,zero_rated,TRAINLINE
POS PAYROLL TRANSFER 8145 MANCHESTER ONLINE,outside_scope,PAYROLL TRANSFER
CARD LINKEDIN PREMIUM 1690 LEEDS,standard_rate,LINKEDIN PREMIUM
POS XERO SOFTWARE,standard_rate,XERO SOFTWARE
POS PAYROLL TRANSFER UK REF-3227,outside_scope,PAYROLL TRANSFER
DD AMAZON KINDLE 1802 BRISTOL ONLINE,zero_rated,AMAZON KINDLE
POS EDF ENERGY 2450 GLASGOW STORE REF-4828,reduced_rate,EDF ENERGY
NATIONAL EXPRESS UK,zero_rated,NATIONAL EXPRESS
CARD LNER TICKETS  STORE,zero_rated,LNER TICKETS
TRAINLINE 3997 LEEDS ONLINE,zero_rated,TRAINLINE
SQ *AMAZON EU MANCHESTER,standard_rate,AMAZON EU
PAYMENT TO STATIONERY STATION LONDON LTD,standard_rate,STATIONERY STATION
Sq *Microsoft 365 7042  Ref-7479,standard_rate,MICROSOFT 365
IZ *TFL TRAVEL 3351 BIRMINGHAM LTD,zero_rated,TFL TRAVEL
pos tesco stores glasgow online,zero_rated,TESCO STORES
DD POST OFFICE BRISTOL,exempt,POST OFFICE
SQ *DIRECTOR DRAWINGS 3757  STORE REF-3633,outside_scope,DIRECTOR DRAWINGS
DD AMAZON KINDLE LONDON LTD,zero_rated,AMAZON KINDLE
POS WESTMINSTER COUNCIL  DIRECT,outside_scope,WESTMINSTER COUNCIL
CARD LIDL GB 4773 BIRMINGHAM DIRECT,zero_rated,LIDL GB
POS LINKEDIN PREMIUM 6461 LEEDS LTD,standard_rate,LINKEDIN PREMIUM
IZ *DELIVEROO 9020 MANCHESTER PLC REF-7344,standard_rate,DELIVEROO
card post office manchester uk ref-8357,exempt,POST OFFICE
Iz *Sage Subscription 6760 Birmingham Direct,standard_rate,SAGE SUBSCRIPTION
PAYMENT TO TFL TRAVEL  UK REF-4936,zero_rated,TFL TRAVEL
DD STATIONERY STATION 3710,standard_rate,STATIONERY STATION
sq *tfl travel 3116 birmingham online,zero_rated,TFL TRAVEL
Payment To Xero Software 7035  Online,standard_rate,XERO SOFTWARE
payment to sainsburys 7611 manchester uk ref-6869,zero_rated,SAINSBURYS
CARD EDF ENERGY  ONLINE REF-5123,reduced_rate,EDF ENERGY
SQ *HMRC PAYMENTS  LTD,outside_scope,HMRC PAYMENTS
sq *uber eats glasgow direct,standard_rate,UBER EATS
WESTMINSTER COUNCIL 8494  UK,outside_scope,WESTMINSTER COUNCIL
SQ *ADOBE CREATIVE 6448 BRISTOL ONLINE,standard_rate,ADOBE CREATIVE
PAYMENT TO BRITISH GAS  REF-3244,reduced_rate,BRITISH GAS
iz *amazon eu 9622 uk direct,standard_rate,AMAZON EU
dd quickbooks 8426 manchester uk,standard_rate,QUICKBOOKS
CARD XERO SOFTWARE 8438  PLC,standard_rate,XERO SOFTWARE
Sq *Deliveroo Birmingham Ltd,standard_rate,DELIVEROO
DD POST OFFICE 3739 MANCHESTER ONLINE,exempt,POST OFFICE
CARD OCTOPUS ENERGY 6134 LONDON REF-2742,reduced_rate,OCTOPUS ENERGY
DD STATIONERY STATION 9647 LONDON ONLINE,standard_rate,STATIONERY STATION
CARD WESTMINSTER COUNCIL 7484 GLASGOW,outside_scope,WESTMINSTER COUNCIL
IZ *NATIONAL EXPRESS GLASGOW REF-5032,zero_rated,NATIONAL EXPRESS
SQ *AMAZON KINDLE 5930  PLC REF-2595,zero_rated,AMAZON KINDLE
POS SAINSBURYS  ONLINE,zero_rated,SAINSBURYS
PAYMENT TO BRITISH GAS LONDON DIRECT REF-9216,reduced_rate,BRITISH GAS
CARD QUICKBOOKS 372 BRISTOL LTD REF-7700,standard_rate,QUICKBOOKS
Sq *Octopus Energy Glasgow Plc,reduced_rate,OCTOPUS ENERGY
PAYMENT TO TRAINLINE 5765 LEEDS LTD,zero_rated,TRAINLINE
CARD EON NEXT LONDON DIRECT,reduced_rate,EON NEXT
PAYMENT TO TESCO EXPRESS 1120 UK STORE REF-9498,zero_rated,TESCO EXPRESS
POS DELIVEROO BIRMINGHAM LTD,standard_rate,DELIVEROO
POS OCTOPUS ENERGY 9157 MANCHESTER ONLINE,reduced_rate,OCTOPUS ENERGY
PAYMENT TO PAYROLL TRANSFER 750 LONDON STORE,outside_scope,PAYROLL TRANSFER
Pos Amazon Uk 2377  Direct Ref-9570,standard_rate,AMAZON UK
IZ *QUICKBOOKS 8467 ONLINE UK REF-7690,standard_rate,QUICKBOOKS
SQ *OCTOPUS ENERGY 4519 MANCHESTER LTD REF-3040,reduced_rate,OCTOPUS ENERGY
payment to microsoft 365 1583 manchester online ref-1929,standard_rate,MICROSOFT 365
PAYMENT TO EDF ENERGY 9100  DIRECT,reduced_rate,EDF ENERGY
pos edf energy 434 manchester uk ref-1997,reduced_rate,EDF ENERGY
BRITISH GAS 6225  ONLINE,reduced_rate,BRITISH GAS
IZ *HMRC PAYMENTS 3999  PLC,outside_scope,HMRC PAYMENTS
Card Payroll Transfer 2122 London Direct Ref-6598,outside_scope,PAYROLL TRANSFER
Iz *Westminster Council Glasgow Ref-3089,outside_scope,WESTMINSTER COUNCIL
PAYROLL TRANSFER BIRMINGHAM ONLINE,outside_scope,PAYROLL TRANSFER
Iz *Microsoft 365 3397  Online,standard_rate,MICROSOFT 365
IZ *HMRC SHIPLEY  DIRECT,outside_scope,HMRC SHIPLEY
POS TESCO EXPRESS 9393 GLASGOW PLC,zero_rated,TESCO EXPRESS
iz *aldi stores,zero_rated,ALDI STORES
PAYMENT TO AA BREAKDOWN 560  STORE REF-4000,exempt,AA BREAKDOWN
PAYMENT TO AMAZON EU UK,standard_rate,AMAZON EU
SQ *ROYAL MAIL 9853 LONDON DIRECT,exempt,ROYAL MAIL
PAYMENT TO LIDL GB ONLINE STORE REF-8454,zero_rated,LIDL GB
PAYMENT TO MICROSOFT 365 9080 GLASGOW STORE REF-2240,standard_rate,MICROSOFT 365
Sq *Intra Account Transfer 6263 Manchester Online Ref-4482,outside_scope,INTRA ACCOUNT TRANSFER
dd tfl travel  online,zero_rated,TFL TRAVEL
sq *post office 7695 manchester direct,exempt,POST OFFICE
Dd Tesco Stores 2336  Direct Ref-5526,zero_rated,TESCO STORES
CARD ALDI STORES  PLC REF-3233,zero_rated,ALDI STORES
PAYMENT TO TESCO STORES 2715  STORE REF-6574,zero_rated,TESCO STORES
DD GOOGLE WORKSPACE GLASGOW PLC,standard_rate,GOOGLE WORKSPACE
DD ASDA SUPERMARKET ONLINE STORE REF-6431,zero_rated,ASDA SUPERMARKET
SQ *TESCO STORES 6301 UK UK,zero_rated,TESCO STORES
Amazon Uk 8277  Direct,standard_rate,AMAZON UK
dd tfl travel  store,zero_rated,TFL TRAVEL
DD MICROSOFT 365 MANCHESTER ONLINE REF-1898,standard_rate,MICROSOFT 365
POS AMAZON EU 6863  UK REF-5225,standard_rate,AMAZON EU
IZ *TFL TRAVEL 2221  STORE REF-7313,zero_rated,TFL TRAVEL
Payment To Tesco Express 2453 Leeds Direct,zero_rated,TESCO EXPRESS
SQ *WESTMINSTER COUNCIL 6408 MANCHESTER ONLINE,outside_scope,WESTMINSTER COUNCIL
POS AMAZON EU 3205 GLASGOW DIRECT REF-9875,standard_rate,AMAZON EU
Card Post Office  Uk Ref-4695,exempt,POST OFFICE
Quickbooks Leeds Plc,standard_rate,QUICKBOOKS
CARD NATIONAL EXPRESS BRISTOL LTD REF-6280,zero_rated,NATIONAL EXPRESS
Card Xero Software 3942 Online Ltd,standard_rate,XERO SOFTWARE
CARD SAGE SUBSCRIPTION ONLINE UK,standard_rate,SAGE SUBSCRIPTION
CARD TFL TRAVEL 9123,zero_rated,TFL TRAVEL
PAYMENT TO BRITISH GAS 2021 GLASGOW DIRECT,reduced_rate,BRITISH GAS
deliveroo 1721 london plc,standard_rate,DELIVEROO
iz *national express 3738  direct,zero_rated,NATIONAL EXPRESS
pos royal mail 5875 leeds,exempt,ROYAL MAIL
WESTMINSTER COUNCIL 8420 LONDON STORE,outside_scope,WESTMINSTER COUNCIL
CARD AMAZON KINDLE LEEDS UK REF-9906,zero_rated,AMAZON KINDLE
SQ *SAGE SUBSCRIPTION 8274 MANCHESTER ONLINE,standard_rate,SAGE SUBSCRIPTION
SQ *LINKEDIN PREMIUM 916  DIRECT,standard_rate,LINKEDIN PREMIUM
payment to uber eats 7427 manchester online,standard_rate,UBER EATS
IZ *NATIONAL EXPRESS MANCHESTER ONLINE REF-3885,zero_rated,NATIONAL EXPRESS
DD OCTOPUS ENERGY 1843  STORE,reduced_rate,OCTOPUS ENERGY
Iz *Xero Software 7424  Ltd Ref-2539,standard_rate,XERO SOFTWARE
PAYMENT TO EON NEXT 6900  LTD REF-9793,reduced_rate,EON NEXT
ROYAL MAIL 8731 BRISTOL DIRECT,exempt,ROYAL MAIL
CARD UBER EATS LEEDS STORE REF-8220,standard_rate,UBER EATS
POS LNER TICKETS GLASGOW LTD,zero_rated,LNER TICKETS
SQ *ADOBE CREATIVE 8685 ONLINE STORE,standard_rate,ADOBE CREATIVE
IZ *PAYROLL TRANSFER 8794 UK REF-3862,outside_scope,PAYROLL TRANSFER
IZ *WATERSTONES  LTD REF-1579,zero_rated,WATERSTONES
